Year,Month,sum,mean,std
1950,20,8.0,1.0,0.0
1950,21,5.0,1.0,0.0
1950,22,2.0,1.0,0.0
1950,23,3.0,1.0,0.0
1950,24,5.0,1.0,0.0
1950,25,4.0,1.0,0.0
1950,26,7.0,1.0,0.0
1950,27,3.0,1.0,0.0
1950,28,5.0,1.0,0.0
1950,29,6.0,1.0,0.0
1950,30,5.0,1.0,0.0
1950,31,6.0,1.0,0.0
1951,1,1.0,1.0,
1951,2,2.0,1.0,0.0
1951,3,2.0,1.0,0.0
1951,4,4.0,1.0,0.0
1951,5,6.0,1.0,0.0
1951,6,7.0,1.0,0.0
1951,7,4.0,1.0,0.0
1951,8,6.0,1.0,0.0
1951,9,5.0,1.0,0.0
1951,10,6.0,1.0,0.0
1951,11,6.0,1.0,0.0
1951,12,5.0,1.0,0.0
1951,13,4.0,1.0,0.0
1951,14,6.0,1.0,0.0
1951,15,6.0,1.0,0.0
1951,16,6.0,1.0,0.0
1951,17,3.0,1.0,0.0
1951,18,6.0,1.0,0.0
1951,19,7.0,1.0,0.0
1951,20,7.0,1.0,0.0
1951,21,7.0,1.0,0.0
1951,22,5.0,1.0,0.0
1951,23,8.0,1.0,0.0
1951,24,6.0,1.0,0.0
1951,25,4.0,1.0,0.0
1951,26,6.0,1.0,0.0
1951,27,6.0,1.0,0.0
1951,28,5.0,1.0,0.0
1951,29,4.0,1.0,0.0
1951,30,4.0,1.0,0.0
1951,31,3.0,1.0,0.0
1952,1,9.0,1.0,0.0
1952,2,6.0,1.0,0.0
1952,3,5.0,1.0,0.0
1952,4,5.0,1.0,0.0
1952,5,5.0,1.0,0.0
1952,6,6.0,1.0,0.0
1952,7,5.0,1.0,0.0
1952,8,5.0,1.0,0.0
1952,9,5.0,1.0,0.0
1952,10,5.0,1.0,0.0
1952,11,6.0,1.0,0.0
1952,12,7.0,1.0,0.0
1952,13,3.0,1.0,0.0
1952,14,6.0,1.0,0.0
1952,15,4.0,1.0,0.0
1952,16,6.0,1.0,0.0
1952,17,8.0,1.0,0.0
1952,18,9.0,1.0,0.0
1952,19,6.0,1.0,0.0
1952,20,7.0,1.0,0.0
1952,21,3.0,1.0,0.0
1952,22,8.0,1.0,0.0
1952,23,5.0,1.0,0.0
1952,24,5.0,1.0,0.0
1952,25,5.0,1.0,0.0
1952,26,7.0,1.0,0.0
1952,27,6.0,1.0,0.0
1952,28,5.0,1.0,0.0
1952,29,5.0,1.0,0.0
1952,30,6.0,1.0,0.0
1952,31,4.0,1.0,0.0
1953,1,6.0,1.0,0.0
1953,2,4.0,1.0,0.0
1953,3,3.0,1.0,0.0
1953,4,5.0,1.0,0.0
1953,5,6.0,1.0,0.0
1953,6,7.0,1.0,0.0
1953,7,4.0,1.0,0.0
1953,8,4.0,1.0,0.0
1953,9,7.0,1.0,0.0
1953,10,6.0,1.0,0.0
1953,11,8.0,1.0,0.0
1953,12,4.0,1.0,0.0
1953,13,4.0,1.0,0.0
1953,14,3.0,1.0,0.0
1953,15,5.0,1.0,0.0
1953,16,3.0,1.0,0.0
1953,17,4.0,1.0,0.0
1953,18,6.0,1.0,0.0
1953,19,4.0,1.0,0.0
1953,20,6.0,1.0,0.0
1953,21,6.0,1.0,0.0
1953,22,8.0,1.0,0.0
1953,23,5.0,1.0,0.0
1953,24,4.0,1.0,0.0
1953,25,4.0,1.0,0.0
1953,26,0.0,,
1953,27,5.0,1.0,0.0
1953,28,5.0,1.0,0.0
1953,29,6.0,1.0,0.0
1953,30,4.0,1.0,0.0
1953,31,3.0,1.0,0.0
1954,1,5.0,1.0,0.0
1954,2,8.0,1.0,0.0
1954,3,6.0,1.0,0.0
1954,4,5.0,1.0,0.0
1954,5,3.0,1.0,0.0
1954,6,4.0,1.0,0.0
1954,7,6.0,1.0,0.0
1954,8,5.0,1.0,0.0
1954,9,4.0,1.0,0.0
1954,10,6.0,1.0,0.0
1954,11,5.0,1.0,0.0
1954,12,6.0,1.0,0.0
1954,13,5.0,1.0,0.0
1954,14,2.0,1.0,0.0
1954,15,4.0,1.0,0.0
1954,16,7.0,1.0,0.0
1954,17,4.0,1.0,0.0
1954,18,7.0,1.0,0.0
1954,19,2.0,1.0,0.0
1954,20,4.0,1.0,0.0
1954,21,3.0,1.0,0.0
1954,22,4.0,1.0,0.0
1954,23,4.0,1.0,0.0
1954,24,3.0,1.0,0.0
1954,25,6.0,1.0,0.0
1954,26,4.0,1.0,0.0
1954,27,3.0,1.0,0.0
1954,28,4.0,1.0,0.0
1954,29,4.0,1.0,0.0
1954,30,4.0,1.0,0.0
1954,31,2.0,1.0,0.0
1955,1,4.0,1.0,0.0
1955,2,5.0,1.0,0.0
1955,3,6.0,1.0,0.0
1955,4,4.0,1.0,0.0
1955,5,5.0,1.0,0.0
1955,6,3.0,1.0,0.0
1955,7,4.0,1.0,0.0
1955,8,6.0,1.0,0.0
1955,9,3.0,1.0,0.0
1955,10,5.0,1.0,0.0
1955,11,4.0,1.0,0.0
1955,12,4.0,1.0,0.0
1955,13,6.0,1.0,0.0
1955,14,5.0,1.0,0.0
1955,15,7.0,1.0,0.0
1955,16,6.0,1.0,0.0
1955,17,4.0,1.0,0.0
1955,18,5.0,1.0,0.0
1955,19,7.0,1.0,0.0
1955,20,5.0,1.0,0.0
1955,21,5.0,1.0,0.0
1955,22,4.0,1.0,0.0
1955,23,4.0,1.0,0.0
1955,24,7.0,1.0,0.0
1955,25,9.0,1.0,0.0
1955,26,8.0,1.0,0.0
1955,27,6.0,1.0,0.0
1955,28,5.0,1.0,0.0
1955,29,7.0,1.0,0.0
1955,30,4.0,1.0,0.0
1955,31,3.0,1.0,0.0
1956,1,5.0,1.0,0.0
1956,2,7.0,1.0,0.0
1956,3,7.0,1.0,0.0
1956,4,5.0,1.0,0.0
1956,5,3.0,1.0,0.0
1956,6,5.0,1.0,0.0
1956,7,8.0,1.0,0.0
1956,8,4.0,1.0,0.0
1956,9,4.0,1.0,0.0
1956,10,7.0,1.0,0.0
1956,11,6.0,1.0,0.0
1956,12,10.0,1.0,0.0
1956,13,7.0,1.0,0.0
1956,14,6.0,1.0,0.0
1956,15,4.0,1.0,0.0
1956,16,9.0,1.0,0.0
1956,17,7.0,1.0,0.0
1956,18,8.0,1.0,0.0
1956,19,9.0,1.0,0.0
1956,20,9.0,1.0,0.0
1956,21,6.0,1.0,0.0
1956,22,7.0,1.0,0.0
1956,23,6.0,1.0,0.0
1956,24,4.0,1.0,0.0
1956,25,4.0,1.0,0.0
1956,26,6.0,1.0,0.0
1956,27,6.0,1.0,0.0
1956,28,5.0,1.0,0.0
1956,29,6.0,1.0,0.0
1956,30,5.0,1.0,0.0
1956,31,3.0,1.0,0.0
1957,1,7.0,1.0,0.0
1957,2,5.0,1.0,0.0
1957,3,5.0,1.0,0.0
1957,4,3.0,1.0,0.0
1957,5,2.0,1.0,0.0
1957,6,1.0,1.0,
1957,7,8.0,1.0,0.0
1957,8,7.0,1.0,0.0
1957,9,3.0,1.0,0.0
1957,10,5.0,1.0,0.0
1957,11,6.0,1.0,0.0
1957,12,4.0,1.0,0.0
1957,13,5.0,1.0,0.0
1957,14,4.0,1.0,0.0
1957,15,6.0,1.0,0.0
1957,16,7.0,1.0,0.0
1957,17,6.0,1.0,0.0
1957,18,5.0,1.0,0.0
1957,19,4.0,1.0,0.0
1957,20,4.0,1.0,0.0
1957,21,6.0,1.0,0.0
1957,22,6.0,1.0,0.0
1957,23,7.0,1.0,0.0
1957,24,6.0,1.0,0.0
1957,25,5.0,1.0,0.0
1957,26,4.0,1.0,0.0
1957,27,3.0,1.0,0.0
1957,28,3.0,1.0,0.0
1957,29,3.0,1.0,0.0
1957,30,5.0,1.0,0.0
1957,31,2.0,1.0,0.0
1958,1,4.0,1.0,0.0
1958,2,3.0,1.0,0.0
1958,3,3.0,1.0,0.0
1958,4,4.0,1.0,0.0
1958,5,4.0,1.0,0.0
1958,6,5.0,1.0,0.0
1958,7,7.0,1.0,0.0
1958,8,6.0,1.0,0.0
1958,9,3.0,1.0,0.0
1958,10,3.0,1.0,0.0
1958,11,6.0,1.0,0.0
1958,12,5.0,1.0,0.0
1958,13,7.0,1.0,0.0
1958,14,4.0,1.0,0.0
1958,15,7.0,1.0,0.0
1958,16,7.0,1.0,0.0
1958,17,7.0,1.0,0.0
1958,18,5.0,1.0,0.0
1958,19,5.0,1.0,0.0
1958,20,5.0,1.0,0.0
1958,21,7.0,1.0,0.0
1958,22,6.0,1.0,0.0
1958,23,6.0,1.0,0.0
1958,24,4.0,1.0,0.0
1958,25,5.0,1.0,0.0
1958,26,4.0,1.0,0.0
1958,27,7.0,1.0,0.0
1958,28,6.0,1.0,0.0
1958,29,6.0,1.0,0.0
1958,30,4.0,1.0,0.0
1958,31,2.0,1.0,0.0
1959,1,4.0,1.0,0.0
1959,2,3.0,1.0,0.0
1959,3,2.0,1.0,0.0
1959,4,1.0,1.0,
1959,5,5.0,1.0,0.0
1959,6,5.0,1.0,0.0
1959,7,3.0,1.0,0.0
1959,8,7.0,1.0,0.0
1959,9,7.0,1.0,0.0
1959,10,4.0,1.0,0.0
1959,11,5.0,1.0,0.0
1959,12,4.0,1.0,0.0
1959,13,7.0,1.0,0.0
1959,14,5.0,1.0,0.0
1959,15,5.0,1.0,0.0
1959,16,5.0,1.0,0.0
1959,17,2.0,1.0,0.0
1959,18,2.0,1.0,0.0
1959,19,2.0,1.0,0.0
1959,20,3.0,1.0,0.0
1959,21,5.0,1.0,0.0
1959,22,2.0,1.0,0.0
1959,23,2.0,1.0,0.0
1959,24,1.0,1.0,
1959,25,7.0,1.0,0.0
1959,26,8.0,1.0,0.0
1959,27,7.0,1.0,0.0
1959,28,5.0,1.0,0.0
1959,29,5.0,1.0,0.0
1959,30,5.0,1.0,0.0
1959,31,4.0,1.0,0.0
1960,1,6.0,1.0,0.0
1960,2,4.0,1.0,0.0
1960,3,7.0,1.0,0.0
1960,4,10.0,1.0,0.0
1960,5,5.0,1.0,0.0
1960,6,4.0,1.0,0.0
1960,7,6.0,1.0,0.0
1960,8,6.0,1.0,0.0
1960,9,7.0,1.0,0.0
1960,10,3.0,1.0,0.0
1960,11,4.0,1.0,0.0
1960,12,4.0,1.0,0.0
1960,13,4.0,1.0,0.0
1960,14,7.0,1.0,0.0
1960,15,8.0,1.0,0.0
1960,16,4.0,1.0,0.0
1960,17,8.0,1.0,0.0
1960,18,8.0,1.0,0.0
1960,19,4.0,1.0,0.0
1960,20,3.0,1.0,0.0
1960,21,6.0,1.0,0.0
1960,22,7.0,1.0,0.0
1960,23,8.0,1.0,0.0
1960,24,5.0,1.0,0.0
1960,25,5.0,1.0,0.0
1960,26,4.0,1.0,0.0
1960,27,3.0,1.0,0.0
1960,28,4.0,1.0,0.0
1960,29,4.0,1.0,0.0
1960,30,5.0,1.0,0.0
1960,31,2.0,1.0,0.0
1961,1,5.0,1.0,0.0
1961,2,6.0,1.0,0.0
1961,3,8.0,1.0,0.0
1961,4,6.0,1.0,0.0
1961,5,5.0,1.0,0.0
1961,6,3.0,1.0,0.0
1961,7,5.0,1.0,0.0
1961,8,6.0,1.0,0.0
1961,9,7.0,1.0,0.0
1961,10,3.0,1.0,0.0
1961,11,5.0,1.0,0.0
1961,12,2.0,1.0,0.0
1961,13,1.0,1.0,
1961,14,4.0,1.0,0.0
1961,15,7.0,1.0,0.0
1961,16,5.0,1.0,0.0
1961,17,4.0,1.0,0.0
1961,18,3.0,1.0,0.0
1961,19,3.0,1.0,0.0
1961,20,3.0,1.0,0.0
1961,21,3.0,1.0,0.0
1961,22,3.0,1.0,0.0
1961,23,8.0,1.0,0.0
1961,24,7.0,1.0,0.0
1961,25,4.0,1.0,0.0
1961,26,4.0,1.0,0.0
1961,27,6.0,1.0,0.0
1961,28,2.0,1.0,0.0
1961,29,2.0,1.0,0.0
1961,30,4.0,1.0,0.0
1961,31,2.0,1.0,0.0
1962,1,4.0,1.0,0.0
1962,2,8.0,1.0,0.0
1962,3,5.0,1.0,0.0
1962,4,5.0,1.0,0.0
1962,5,3.0,1.0,0.0
1962,6,3.0,1.0,0.0
1962,7,3.0,1.0,0.0
1962,8,5.0,1.0,0.0
1962,9,5.0,1.0,0.0
1962,10,4.0,1.0,0.0
1962,11,4.0,1.0,0.0
1962,12,2.0,1.0,0.0
1962,13,6.0,1.0,0.0
1962,14,6.0,1.0,0.0
1962,15,3.0,1.0,0.0
1962,16,2.0,1.0,0.0
1962,17,3.0,1.0,0.0
1962,18,4.0,1.0,0.0
1962,19,3.0,1.0,0.0
1962,20,8.0,1.0,0.0
1962,21,7.0,1.0,0.0
1962,22,3.0,1.0,0.0
1962,23,4.0,1.0,0.0
1962,24,7.0,1.0,0.0
1962,25,7.0,1.0,0.0
1962,26,5.0,1.0,0.0
1962,27,4.0,1.0,0.0
1962,28,3.0,1.0,0.0
1962,29,6.0,1.0,0.0
1962,30,5.0,1.0,0.0
1962,31,6.0,1.0,0.0
1963,1,6.0,1.0,0.0
1963,2,10.0,1.0,0.0
1963,3,6.0,1.0,0.0
1963,4,6.0,1.0,0.0
1963,5,5.0,1.0,0.0
1963,6,7.0,1.0,0.0
1963,7,2.0,1.0,0.0
1963,8,4.0,1.0,0.0
1963,9,4.0,1.0,0.0
1963,10,6.0,1.0,0.0
1963,11,4.0,1.0,0.0
1963,12,5.0,1.0,0.0
1963,13,4.0,1.0,0.0
1963,14,6.0,1.0,0.0
1963,15,8.0,1.0,0.0
1963,16,7.0,1.0,0.0
1963,17,4.0,1.0,0.0
1963,18,3.0,1.0,0.0
1963,19,4.0,1.0,0.0
1963,20,3.0,1.0,0.0
1963,21,4.0,1.0,0.0
1963,22,5.0,1.0,0.0
1963,23,6.0,1.0,0.0
1963,24,4.0,1.0,0.0
1963,25,2.0,1.0,0.0
1963,26,6.0,1.0,0.0
1963,27,4.0,1.0,0.0
1963,28,3.0,1.0,0.0
1963,29,6.0,1.0,0.0
1963,30,5.0,1.0,0.0
1963,31,1.0,1.0,
1964,1,7.0,1.0,0.0
1964,2,6.0,1.0,0.0
1964,3,8.0,1.0,0.0
1964,4,6.0,1.0,0.0
1964,5,8.0,1.0,0.0
1964,6,3.0,1.0,0.0
1964,7,4.0,1.0,0.0
1964,8,6.0,1.0,0.0
1964,9,4.0,1.0,0.0
1964,10,4.0,1.0,0.0
1964,11,7.0,1.0,0.0
1964,12,6.0,1.0,0.0
1964,13,4.0,1.0,0.0
1964,14,4.0,1.0,0.0
1964,15,3.0,1.0,0.0
1964,16,6.0,1.0,0.0
1964,17,6.0,1.0,0.0
1964,18,6.0,1.0,0.0
1964,19,5.0,1.0,0.0
1964,20,4.0,1.0,0.0
1964,21,5.0,1.0,0.0
1964,22,7.0,1.0,0.0
1964,23,8.0,1.0,0.0
1964,24,6.0,1.0,0.0
1964,25,6.0,1.0,0.0
1964,26,7.0,1.0,0.0
1964,27,3.0,1.0,0.0
1964,28,5.0,1.0,0.0
1964,29,4.0,1.0,0.0
1964,30,4.0,1.0,0.0
1964,31,4.0,1.0,0.0
1965,1,4.0,1.0,0.0
1965,2,5.0,1.0,0.0
1965,3,3.0,1.0,0.0
1965,4,5.0,1.0,0.0
1965,5,4.0,1.0,0.0
1965,6,4.0,1.0,0.0
1965,7,4.0,1.0,0.0
1965,8,4.0,1.0,0.0
1965,9,5.0,1.0,0.0
1965,10,1.0,1.0,
1965,11,5.0,1.0,0.0
1965,12,7.0,1.0,0.0
1965,13,4.0,1.0,0.0
1965,14,3.0,1.0,0.0
1965,15,2.0,1.0,0.0
1965,16,6.0,1.0,0.0
1965,17,5.0,1.0,0.0
1965,18,5.0,1.0,0.0
1965,19,5.0,1.0,0.0
1965,20,4.0,1.0,0.0
1965,21,4.0,1.0,0.0
1965,22,5.0,1.0,0.0
1965,23,6.0,1.0,0.0
1965,24,5.0,1.0,0.0
1965,25,5.0,1.0,0.0
1965,26,2.0,1.0,0.0
1965,27,3.0,1.0,0.0
1965,28,2.0,1.0,0.0
1965,29,2.0,1.0,0.0
1965,30,2.0,1.0,0.0
1965,31,2.0,1.0,0.0
1966,1,7.0,1.0,0.0
1966,2,5.0,1.0,0.0
1966,3,6.0,1.0,0.0
1966,4,9.0,1.0,0.0
1966,5,6.0,1.0,0.0
1966,6,5.0,1.0,0.0
1966,7,2.0,1.0,0.0
1966,8,4.0,1.0,0.0
1966,9,5.0,1.0,0.0
1966,10,5.0,1.0,0.0
1966,11,2.0,1.0,0.0
1966,12,4.0,1.0,0.0
1966,13,6.0,1.0,0.0
1966,14,6.0,1.0,0.0
1966,15,7.0,1.0,0.0
1966,16,9.0,1.0,0.0
1966,17,4.0,1.0,0.0
1966,18,4.0,1.0,0.0
1966,19,5.0,1.0,0.0
1966,20,7.0,1.0,0.0
1966,21,3.0,1.0,0.0
1966,22,6.0,1.0,0.0
1966,23,4.0,1.0,0.0
1966,24,5.0,1.0,0.0
1966,25,7.0,1.0,0.0
1966,26,4.0,1.0,0.0
1966,27,5.0,1.0,0.0
1966,28,3.0,1.0,0.0
1966,29,4.0,1.0,0.0
1966,30,7.0,1.0,0.0
1966,31,1.0,1.0,
1967,1,3.0,1.0,0.0
1967,2,5.0,1.0,0.0
1967,3,4.0,1.0,0.0
1967,4,2.0,1.0,0.0
1967,5,2.0,1.0,0.0
1967,6,2.0,1.0,0.0
1967,7,3.0,1.0,0.0
1967,8,3.0,1.0,0.0
1967,9,4.0,1.0,0.0
1967,10,6.0,1.0,0.0
1967,11,3.0,1.0,0.0
1967,12,2.0,1.0,0.0
1967,13,4.0,1.0,0.0
1967,14,5.0,1.0,0.0
1967,15,9.0,1.0,0.0
1967,16,4.0,1.0,0.0
1967,17,2.0,1.0,0.0
1967,18,2.0,1.0,0.0
1967,19,3.0,1.0,0.0
1967,20,5.0,1.0,0.0
1967,21,3.0,1.0,0.0
1967,22,5.0,1.0,0.0
1967,23,3.0,1.0,0.0
1967,24,3.0,1.0,0.0
1967,25,4.0,1.0,0.0
1967,26,4.0,1.0,0.0
1967,27,3.0,1.0,0.0
1967,28,2.0,1.0,0.0
1967,29,1.0,1.0,
1967,30,5.0,1.0,0.0
1967,31,3.0,1.0,0.0
1968,1,4.0,1.0,0.0
1968,2,5.0,1.0,0.0
1968,3,5.0,1.0,0.0
1968,4,4.0,1.0,0.0
1968,5,3.0,1.0,0.0
1968,6,2.0,1.0,0.0
1968,7,4.0,1.0,0.0
1968,8,5.0,1.0,0.0
1968,9,5.0,1.0,0.0
1968,10,4.0,1.0,0.0
1968,11,3.0,1.0,0.0
1968,12,5.0,1.0,0.0
1968,13,5.0,1.0,0.0
1968,14,3.0,1.0,0.0
1968,15,5.0,1.0,0.0
1968,16,2.0,1.0,0.0
1968,17,1.0,1.0,
1968,18,2.0,1.0,0.0
1968,19,4.0,1.0,0.0
1968,20,6.0,1.0,0.0
1968,21,10.0,1.0,0.0
1968,22,6.0,1.0,0.0
1968,23,6.0,1.0,0.0
1968,24,8.0,1.0,0.0
1968,25,7.0,1.0,0.0
1968,26,8.0,1.0,0.0
1968,27,5.0,1.0,0.0
1968,28,5.0,1.0,0.0
1968,29,2.0,1.0,0.0
1968,30,5.0,1.0,0.0
1968,31,2.0,1.0,0.0
1969,1,6.0,1.0,0.0
1969,2,4.0,1.0,0.0
1969,3,4.0,1.0,0.0
1969,4,4.0,1.0,0.0
1969,5,4.0,1.0,0.0
1969,6,4.0,1.0,0.0
1969,7,2.0,1.0,0.0
1969,8,5.0,1.0,0.0
1969,9,1.0,1.0,
1969,10,2.0,1.0,0.0
1969,11,4.0,1.0,0.0
1969,12,6.0,1.0,0.0
1969,13,6.0,1.0,0.0
1969,14,5.0,1.0,0.0
1969,15,9.0,1.0,0.0
1969,16,5.0,1.0,0.0
1969,17,4.0,1.0,0.0
1969,18,4.0,1.0,0.0
1969,19,6.0,1.0,0.0
1969,20,4.0,1.0,0.0
1969,21,4.0,1.0,0.0
1969,22,5.0,1.0,0.0
1969,23,6.0,1.0,0.0
1969,24,6.0,1.0,0.0
1969,25,4.0,1.0,0.0
1969,26,3.0,1.0,0.0
1969,27,1.0,1.0,
1969,28,4.0,1.0,0.0
1969,29,3.0,1.0,0.0
1969,30,9.0,1.0,0.0
1969,31,3.0,1.0,0.0
1970,1,3.0,1.0,0.0
1970,2,4.0,1.0,0.0
1970,3,5.0,1.0,0.0
1970,4,6.0,1.0,0.0
1970,5,6.0,1.0,0.0
1970,6,6.0,1.0,0.0
1970,7,3.0,1.0,0.0
1970,8,3.0,1.0,0.0
1970,9,4.0,1.0,0.0
1970,10,6.0,1.0,0.0
1970,11,8.0,1.0,0.0
1970,12,9.0,1.0,0.0
1970,13,6.0,1.0,0.0
1970,14,5.0,1.0,0.0
1970,15,6.0,1.0,0.0
1970,16,5.0,1.0,0.0
1970,17,6.0,1.0,0.0
1970,18,4.0,1.0,0.0
1970,19,4.0,1.0,0.0
1970,20,6.0,1.0,0.0
1970,21,3.0,1.0,0.0
1970,22,7.0,1.0,0.0
1970,23,5.0,1.0,0.0
1970,24,4.0,1.0,0.0
1970,25,4.0,1.0,0.0
1970,26,3.0,1.0,0.0
1970,27,3.0,1.0,0.0
1970,28,4.0,1.0,0.0
1970,29,5.0,1.0,0.0
1970,30,5.0,1.0,0.0
1970,31,5.0,1.0,0.0
1971,1,7.0,1.0,0.0
1971,2,6.0,1.0,0.0
1971,3,5.0,1.0,0.0
1971,4,6.0,1.0,0.0
1971,5,3.0,1.0,0.0
1971,6,3.0,1.0,0.0
1971,7,4.0,1.0,0.0
1971,8,5.0,1.0,0.0
1971,9,2.0,1.0,0.0
1971,10,6.0,1.0,0.0
1971,11,4.0,1.0,0.0
1971,12,1.0,1.0,
1971,13,3.0,1.0,0.0
1971,14,3.0,1.0,0.0
1971,15,7.0,1.0,0.0
1971,16,3.0,1.0,0.0
1971,17,1.0,1.0,
1971,18,5.0,1.0,0.0
1971,19,5.0,1.0,0.0
1971,20,4.0,1.0,0.0
1971,21,5.0,1.0,0.0
1971,22,5.0,1.0,0.0
1971,23,5.0,1.0,0.0
1971,24,6.0,1.0,0.0
1971,25,5.0,1.0,0.0
1971,26,7.0,1.0,0.0
1971,27,9.0,1.0,0.0
1971,28,6.0,1.0,0.0
1971,29,8.0,1.0,0.0
1971,30,9.0,1.0,0.0
1971,31,6.0,1.0,0.0
1972,1,2.0,1.0,0.0
1972,2,4.0,1.0,0.0
1972,3,5.0,1.0,0.0
1972,4,6.0,1.0,0.0
1972,5,4.0,1.0,0.0
1972,6,3.0,1.0,0.0
1972,7,6.0,1.0,0.0
1972,8,2.0,1.0,0.0
1972,9,4.0,1.0,0.0
1972,10,7.0,1.0,0.0
1972,11,5.0,1.0,0.0
1972,12,8.0,1.0,0.0
1972,13,7.0,1.0,0.0
1972,14,5.0,1.0,0.0
1972,15,2.0,1.0,0.0
1972,16,4.0,1.0,0.0
1972,17,2.0,1.0,0.0
1972,18,3.0,1.0,0.0
1972,19,3.0,1.0,0.0
1972,20,7.0,1.0,0.0
1972,21,3.0,1.0,0.0
1972,22,5.0,1.0,0.0
1972,23,4.0,1.0,0.0
1972,24,3.0,1.0,0.0
1972,25,5.0,1.0,0.0
1972,26,3.0,1.0,0.0
1972,27,4.0,1.0,0.0
1972,28,1.0,1.0,
1972,29,3.0,1.0,0.0
1972,30,1.0,1.0,
1972,31,2.0,1.0,0.0
1973,1,4.0,1.0,0.0
1973,2,3.0,1.0,0.0
1973,3,6.0,1.0,0.0
1973,4,5.0,1.0,0.0
1973,5,3.0,1.0,0.0
1973,6,5.0,1.0,0.0
1973,7,6.0,1.0,0.0
1973,8,5.0,1.0,0.0
1973,9,2.0,1.0,0.0
1973,10,4.0,1.0,0.0
1973,11,3.0,1.0,0.0
1973,12,6.0,1.0,0.0
1973,13,4.0,1.0,0.0
1973,14,4.0,1.0,0.0
1973,15,9.0,1.0,0.0
1973,16,5.0,1.0,0.0
1973,17,4.0,1.0,0.0
1973,18,5.0,1.0,0.0
1973,19,8.0,1.0,0.0
1973,20,7.0,1.0,0.0
1973,21,8.0,1.0,0.0
1973,22,6.0,1.0,0.0
1973,23,2.0,1.0,0.0
1973,24,4.0,1.0,0.0
1973,25,2.0,1.0,0.0
1973,26,6.0,1.0,0.0
1973,27,5.0,1.0,0.0
1973,28,7.0,1.0,0.0
1973,29,5.0,1.0,0.0
1973,30,5.0,1.0,0.0
1973,31,4.0,1.0,0.0
1974,1,6.0,1.0,0.0
1974,2,5.0,1.0,0.0
1974,3,3.0,1.0,0.0
1974,4,6.0,1.0,0.0
1974,5,5.0,1.0,0.0
1974,6,2.0,1.0,0.0
1974,7,6.0,1.0,0.0
1974,8,6.0,1.0,0.0
1974,9,4.0,1.0,0.0
1974,10,7.0,1.0,0.0
1974,11,8.0,1.0,0.0
1974,12,7.0,1.0,0.0
1974,13,5.0,1.0,0.0
1974,14,7.0,1.0,0.0
1974,15,5.0,1.0,0.0
1974,16,7.0,1.0,0.0
1974,17,7.0,1.0,0.0
1974,18,4.0,1.0,0.0
1974,19,4.0,1.0,0.0
1974,20,7.0,1.0,0.0
1974,21,4.0,1.0,0.0
1974,22,5.0,1.0,0.0
1974,23,5.0,1.0,0.0
1974,24,5.0,1.0,0.0
1974,25,5.0,1.0,0.0
1974,26,6.0,1.0,0.0
1974,27,5.0,1.0,0.0
1974,28,7.0,1.0,0.0
1974,29,7.0,1.0,0.0
1974,30,3.0,1.0,0.0
1974,31,3.0,1.0,0.0
1975,1,5.0,1.0,0.0
1975,2,1.0,1.0,
1975,3,6.0,1.0,0.0
1975,4,6.0,1.0,0.0
1975,5,7.0,1.0,0.0
1975,6,8.0,1.0,0.0
1975,7,9.0,1.0,0.0
1975,8,6.0,1.0,0.0
1975,9,4.0,1.0,0.0
1975,10,6.0,1.0,0.0
1975,11,6.0,1.0,0.0
1975,12,7.0,1.0,0.0
1975,13,7.0,1.0,0.0
1975,14,7.0,1.0,0.0
1975,15,7.0,1.0,0.0
1975,16,5.0,1.0,0.0
1975,17,3.0,1.0,0.0
1975,18,5.0,1.0,0.0
1975,19,6.0,1.0,0.0
1975,20,7.0,1.0,0.0
1975,21,6.0,1.0,0.0
1975,22,2.0,1.0,0.0
1975,23,4.0,1.0,0.0
1975,24,6.0,1.0,0.0
1975,25,5.0,1.0,0.0
1975,26,6.0,1.0,0.0
1975,27,5.0,1.0,0.0
1975,28,6.0,1.0,0.0
1975,29,4.0,1.0,0.0
1975,30,5.0,1.0,0.0
1975,31,3.0,1.0,0.0
1976,1,6.0,1.0,0.0
1976,2,5.0,1.0,0.0
1976,3,4.0,1.0,0.0
1976,4,8.0,1.0,0.0
1976,5,5.0,1.0,0.0
1976,6,6.0,1.0,0.0
1976,7,7.0,1.0,0.0
1976,8,6.0,1.0,0.0
1976,9,5.0,1.0,0.0
1976,10,5.0,1.0,0.0
1976,11,5.0,1.0,0.0
1976,12,5.0,1.0,0.0
1976,13,3.0,1.0,0.0
1976,14,5.0,1.0,0.0
1976,15,6.0,1.0,0.0
1976,16,5.0,1.0,0.0
1976,17,6.0,1.0,0.0
1976,18,4.0,1.0,0.0
1976,19,5.0,1.0,0.0
1976,20,3.0,1.0,0.0
1976,21,3.0,1.0,0.0
1976,22,5.0,1.0,0.0
1976,23,5.0,1.0,0.0
1976,24,6.0,1.0,0.0
1976,25,3.0,1.0,0.0
1976,26,4.0,1.0,0.0
1976,27,2.0,1.0,0.0
1976,28,2.0,1.0,0.0
1976,29,3.0,1.0,0.0
1976,30,5.0,1.0,0.0
1976,31,0.0,,
1977,1,7.0,1.0,0.0
1977,2,6.0,1.0,0.0
1977,3,4.0,1.0,0.0
1977,4,2.0,1.0,0.0
1977,5,5.0,1.0,0.0
1977,6,6.0,1.0,0.0
1977,7,2.0,1.0,0.0
1977,8,3.0,1.0,0.0
